Ticker,CIK Code
GLT,41719
NEOV,1748137
LEAT,1456189
PODC,1940177
SFDL,818677
ANEB,1815974
PGP,1318025
BFNH,1310488
GGROU,1489874
TBNK,1447051
BODY,1826889
ENZ,316253
PBAX,1870404
PXLW,1040161
GSIT,1126741
BCAB,1826892
UEEC,1096938
PWFL,1774170
GECC,1675033
ISDR,843006
STTK,1680367
MDXH,1872529
PMVP,1699382
CVM,725363
PET,1842356
FUST,1636051
HRGN,1563665
NVAC,1859807
TATT,808439
EDF,1501103
DMYY,1915380
CGEN,1119774
JPT,1679033
ULY,1603652
QUBT,1758009
GLXZ,13156
STCB,1539850
IDR,1030192
PSIX,1137091
KZR,1645666
DFLI,1847986
GCV,845611
OLIT,1866816
HOWL,1785530
AIRT,353184
UCL,1775898
KSCP,1600983
MACA,1835416
MLSS,855683
BCHG,1732409
HYMC,1718405
TLSA,1723069
PMVC,1807765
GROV,1841761
GBIO,1733294
TCBC,1850398
MCHX,1224133
KYCH,1865701
RDI,716634
RBOT,1812173
VIOT,1742770
SURG,1392694
GIFI,1031623
VBFC,1290476
ACAC,1914023
CEV,1074692
UMEWF,1114936
WTMA,1866226
CLOE,1849058
INTE,1850262
JOB,40570
OCUP,1228627
HYSR,1481028
HCWB,1828673
AZ,1866030
STCN,914712
DAVE,1841408
CWPE,1741220
VNRX,93314
GEVI,894556
MUGH,1746119
LBBB,1867287
SCYX,1178253
ZEPP,1720446
WRAP,1702924
AFAR,1901886
SIEB,65596
ROSE,1870129
ROCL,1885998
NHTC,912061
RFLFY,1448815
RNLX,1811115
IAE,1385632
SEPA,1849902
PDEX,788920
JAQC,1817868
GAIA,1089872
BCRD,1496690
INTG,69422
TSBX,1764974
SEZL,1662991
VLT,846671
SCOR,1158172
GLV,1288795
MBTC,1837344
ILLMF,1861233
ITAQ,1841586
TPCS,1328792
ASXC,876378
TPST,1544227
SOHO,1301236
CLLS,1627281
FTHM,1753162
ATHA,1620463
REDW,942895
KWIK,1884164
MGYR,1337068
BHIL,1830210
GNS,1847806
CXH,847411
OCEA,1869974
ACR,1332551
CRVS,1626971
SRL,16859
FIXX,1661998
LTBR,1084554
TTP,1526329
HUBC,1905660
OHAA,1870778
ADAG,1818838
CLNN,1822791
TACT,1017303
CCTS,1865861
CLGN,1631487
DLA,1101396
WIMI,1770088
WMLLF,1077640
UXIN,1729173
LUNR,1844452
BNIX,1845942
ASCA,1868775
JUVF,714712
PTWO,1930313
ASM,316888
BWEN,1120370
HHGC,1822886
FMBM,740806
DERM,1867066
PGZ,1557523
SHUA,1886268
CASA,1333835
GEG,1831096
SSIC,1843162
IHTA,1698508
CRVO,1053691
MFD,1276469
BHG,1671284
RSKIA,84112
ELTK,1024672
NWPP,1163389
FLUX,1083743
RSF,1644771
ACET,1720580
SLBK,1657642
ADCT,1771910
DOMA,1722438
PMEC,1891944
BYFC,1001171
DRIO,1533998
KSBI,912764
AUID,1534154
MTMV,1393044
FARM,34563
GRRR,1903145
LUDG,1960262
CIZN,1075706
LPTH,889971
UBCP,731653
SCTH,1703157
FAM,1302624
BWAY,1505065
CETY,1329606
ARKR,779544
IXHL,1873875
DUNE,1817232
CPTN,1498233
NDP,1547158
SMAP,1863990
NOTV,720154
LSBK,1341318
ANLDF,1519469
BRBS,842717
SPRO,1701108
VPLM,1410738
WNDW,1071840
LUCD,1799011
BEEP,1847874
ARIZ,1882078
VASO,839087
DMA,1523289
PFBX,770460
ADES,1515156
USIO,1088034
PPSI,1449792
XLO,1840233
LINK,828146
NMS,1607997
VICP,1468639
PEPL,1873324
LRFC,1571329
LEE,58361
CLST,1849867
PPIH,914122
AWH,926617
IBTN,1379329
ELTX,1601485
RACY,1860484
MFH,1527762
AEYE,1362190
ACXP,1736243
GGE,1158420
DCTH,872912
DYNR,1111741
MULN,1499961
STBX,1914818
CENN,1707919
HLTH,1628945
UWHR,898171
PLTN,1929231
EEA,791718
APGT,1353538
KRON,1741830
CEE,860489
BIOR,1580063
LOAN,1080340
INCR,1857030
KNTE,1797768
NTIP,1065078
AP,6176
BDL,12040
FGEN,921299
BNED,1634117
NUVR,71557
RCAT,748268
KEQU,55529
PSNL,1527753
ENCP,1879373
SNAL,1886894
KEYR,1832161
VTSI,1085243
CMCM,1597835
PNF,1140410
VSAC,1883983
HOUR,1874875
GRUSF,1463000
ITRG,1722387
QOMO,1894210
MATH,1682241
HUIZ,1778982
PNXP,1710495
CLRC,1903392
VANI,1266806
JMM,838131
RGT,1514490
AFMD,1608390
AUGG,1448597
SERA,1534969
CFOO,1310630
DMAQ,1857086
PRCH,1784535
BNGO,1411690
SELF,1031235
NCNC,1964021
SOLO,1637736
NVOS,1138978
SABS,1833214
NM,1333172
KACL,1865468
BNET,875729
RMTI,1041024
ICCH,1681903
ZENV,1836934
CRDL,1702123
IMUX,1280776
APT,884269
FURY,1514597
XOS,1819493
WSTRF,1621906
WMC,1465885
HYFM,1695295
BHM,1903382
IOR,949961
IRIX,1006045
MULG,1629665
HNNA,1145255
BLGO,880242
IPWR,1507957
DHAC,1864531
CSLR,1838987
AGLE,1636282
OMH,1944902
CCM,1472072
IROQ,1514743
MTRY,1860663
AQU,1861063
BREZ,1817640
YS,1946399
ACAX,1897245
BKRRF,1699906
RAIL,1320854
MHUA,1835615
ICMB,1578348
YHGJ,1042187
SHWZ,1622879
HUDA,1853047
MFON,1447380
ASMB,1426800
NANX,883107
DYAI,1213809
COYA,1835022
DZSI,1101680
TIL,1789769
BTQQF,1821866
GCEH,748790
MTNB,1582554
ESLA,1844417
MEIP,1262104
FUSB,717806
AIRRF,1476573
NSTS,1881592
LGVN,1721484
ZKGCF,1896511
CBKM,1006830
FMY,1319183
TGVC,1865191
AOGO,1881741
EYEN,1682639
CXDO,1075736
PNYG,1784058
HTY,1396502
VGZ,783324
NUKK,1592782
XPL,917225
KORE,1855457
CTCX,1842939
HUDI,1791725
GROW,754811
WINV,1854463
GRFX,1816723
COE,1659494
KULR,1662684
CKPT,1651407
NGLD,1605481
SPRB,1683553
EBON,1799290
BOTJ,1275101
DKDCA,1849380
UGEIF,1638298
SYRS,1556263
HSON,1210708
CVV,766792
GAN,1799332
SPAZF,1337090
NASO,1398172
MDAI,1833498
BUKS,15847
CLSD,1539029
FVTI,1626745
PLBY,1803914
LODE,1120970
RPID,1380106
SFRX,1106213
FGB,1392994
BKTI,2186
EDI,1551040
JGGC,1857518
DWSN,799165
ABLV,1957489
MNY,1974044
BZFD,1828972
SRNEQ,850261
MPIR,815577
MGLD,1005101
KTCC,719733
EDRY,1731388
OKYO,1849296
QMCO,709283
ASRV,707605
SLDB,1707502
AKTS,1584754
MOVE,1734750
SYSX,1737372
CFSB,1879103
CHKR,1524769
NXN,885731
XITO,1651932
CRWS,25895
INVU,862651
CRDF,1213037
BEST,1709505
DCFC,1862490
CASI,1962738
APCX,1070050
PDRO,1627554
DXR,27367
DMTK,1651944
EGLX,1854233
GDTC,1873093
HHS,45919
BSGM,1530766
PXS,1640043
HUGE,1771885
SNCR,1131554
PPBN,1031233
BCTF,1668340
JRSS,1597892
MRDB,1929589
DARE,1401914
CVVUF,1023109
DRTTF,1340476
BIOF,1549145
PLAG,1117057
KWAC,1823086
ALMU,1828805
RENT,1468327
TCBS,1849466
ADOC,1824884
EPOW,1780731
CHCI,1299969
COPR,1263364
KPLT,1785424
ASPI,1921865
PNPL,1654672
LQMT,1141240
JYD,1938186
AIB,1882963
DGHI,1854368
INTS,1567264
SYPR,864240
GDNR,1858912
GWSO,1430300
PRTG,1095435
PFIN,75340
PFTA,1853580
SNCE,1819113
DPSI,1505611
LIDR,1818644
RMRI,1556179
INSG,1022652
BSEM,1658678
GLAC,1897971
TECTP,1766526
BCOW,1847360
BYSI,1677940
ACBA,1844389
OSS,1394056
KTEL,845819
CELU,1752828
ZNOG,1131312
KFFB,1297341
CVU,889348
ICD,1537028
SLGL,1684693
TOON,1355848
IMPP,1876581
AAME,8177
VIA,1606268
WAVS,1868419
SPEC,1844149
CEI,1309082
MMV,1874074
ICCM,1584371
PPBT,1614744
VEV,1834975
TURN,893739
SCTL,1588972
SHOT,1760903
CCEL,862692
OTEC,1846809
RWLK,1607962
JRSH,1696558
EGF,1336050
CWBHF,1750155
ESP,33533
FATP,1865045
FGNV,1687919
HFBL,1500375
EAR,1719395
LONCF,1472619
ELIQ,1827871
HOOK,1760542
MNDO,1119083
CRVW,1377149
BAFN,1649739
ICCC,811641
WWR,839470
RAIN,1724979
GREE,1844971
TRLEF,1648636
PNXLF,1689448
INDO,1757840
CTRM,1720161
CPSH,814676
AGMH,1705402
MXE,863900
SOWG,1490161
NOVV,1858028
TKLF,1836242
CPBI,1979332
MIRA,1904286
SRTS,1494891
UGHB,1552743
ICAD,749660
GLBS,1499780
LICN,1876766
PASG,1787297
GANX,1819411
GSD,1843248
LVTX,1840748
YQ,1821468
LIFD,1391135
FLNT,1460329
ADRT,1864032
CGTX,1455365
BSQR,1054721
VTVT,1641489
GORO,1160791
AKLI,1850266
NCSM,1692427
IQST,1527702
PGID,1061164
NAII,787253
UAMY,101538
SLNA,1909417
RFL,1713863
LPTX,1509745
COEP,1759186
MEEC,728385
RVIV,1718500
IDN,1040896
BOLT,1641281
YBGJ,895464
DSWL,946936
TISI,318833
SMDRF,1939801
POCI,867840
SDIG,1856028
KUKE,1809158
TLF,909724
JZ,1852440
MYNZ,1874252
HSTI,1365388
AIXN,835662
CLIR,1434524
MCAF,1853774
TGGI,1891791
DRCT,1880613
BTM,1901799
RVP,946563
SONM,1178697
ACRHF,1762359
ACHL,1830749
REFR,793524
PHCI,1620749
JROOF,1602380
RZLT,1509261
NERV,1598646
OWLT,1816708
EFTR,1828522
QNCX,1662774
OESX,1409375
BTCM,1517496
BEAT,1779372
USEG,101594
ECOR,1560258
FKWL,722572
SATX,1915403
AIRG,1272842
MCAG,1859035
JFU,1619544
UTSI,1030471
MTEM,1183765
FSEA,1943802
CACO,1928948
RAND,81955
EMKR,808326
AVHI,1844507
DTIL,1357874
PMN,1374339
SANW,1477246
VWE,1834045
CODX,1692415
GTEC,1735041
VGAS,1841425
GSMG,1738758
IZEA,1495231
NXTC,1661059
WBQNL,1785494
EXPR,1483510
PBBK,1849670
ARBB,1930179
NICK,1000045
SDOT,1701756
MOXC,1864055
DAIO,351998
NXPL,1058307
MSCLF,1421642
PYYX,939930
AACG,1420529
BEDU,1696355
NNUP,888981
MOGO,1602842
KA,1445283
RAVE,718332
AMAO,1843656
ATIP,1815849
GRF,850027
BMTX,1725872
COCH,1840877
CXXIF,831609
LUMO,1126234
MYO,1369290
FFIE,1805521
PAVM,1624326
KBLB,1413119
MMTIF,1085921
MMNFF,1776932
GTIM,825324
INFT,1962911
CLAY,1855467
LTRN,1763950
STIM,1227636
KXIN,1713539
XPON,1894954
ELDN,1404281
DWNX,927719
INKT,1840229
MIRO,1527096
AKU,1776197
QIND,1393781
USAU,27093
AGBA,1769624
CURI,1776909
FTEK,846913
XTGRF,1288770
KRKR,1779476
AGXPF,1482436
GTAGF,1682056
ELBM,1907184
BLTH,1487718
TMRC,1445942
JANL,1133062
BHLL,1407583
IPA,1715925
AGAE,1708341
SWIN,1959224
THTX,1512717
AIH,1757143
CPIX,1087294
CHSN,1825349
MAPPF,1493130
NLTX,1404644
RLFTY,1854078
BCAN,1888151
INAB,1740279
INUV,829323
SHFS,1854963
NCNA,1709626
ELUT,1708527
SEEL,1017491
RFIL,740664
FGH,946454
GEBRF,1570843
DLPN,1282224
WKSP,1096275
BNOX,1191070
CIF,833021
PVCT,315545
ZDGE,1667313
CNTG,1757097
UG,101295
JOAN,1834585
TETOF,1783432
SCND,87802
AHG,1702318
PYN,1181505
PPHP,1863460
IVFH,312257
ABIO,907654
MFV,856128
GLGI,1088413
MPU,1036848
PHXM,1624422
SCTC,1577445
BFI,1723580
ASPA,1854583
SNT,896494
PIAC,845385
CWD,1627282
TRT,732026
GEHI,1708441
CGA,857949
NTBL,1603207
PATI,1616741
CRMZ,315958
CURO,1711291
MXC,66418
SIF,90168
GUER,1832487
MAIA,1878313
SBEV,1553788
VIRX,1061027
MRM,1819704
QNTO,1391933
JETMF,1846084
RSTN,1760233
OPXS,1397016
SLS,1390478
UTRS,1452965
QYOUF,1650287
IDEX,837852
HOLO,1841209
UBX,1463361
MPAD,65759
UURAF,1495651
CRBP,1595097
ZCMD,1785566
WVVI,838875
VIVC,1703073
XGN,1274737
LZGI,1126115
SVT,89140
ORGS,1460602
ELEV,1783032
DFCO,725394
GNRV,1418489
CADL,1841387
CRCUF,868822
INIS,1038277
RMCF,1616262
PNBK,1098146
MRKR,1094038
CLNV,1391426
OMIC,1850906
CLRB,1279704
RSRV,83350
PTN,911216
APWC,1026980
BWVI,1310291
TLCC,1590695
VIAO,1769116
PHIL,704172
BRN,10048
MRT,1852767
MESA,810332
ANGH,1871983
TBIO,1850079
KOSS,56701
BRFH,1487197
AGE,1708599
QMCI,1101433
ALGS,1799448
DUOT,1396536
LPTV,1643988
VWFB,1913838
SRNW,1321517
PCSV,1122020
MTR,313364
PKKFF,1558924
SAI,1847075
RGLS,1505512
SODI,91668
UNCY,1766140
RXMD,1402945
LNSR,1320350
CTNT,1951667
UPXI,1775194
CKX,352955
TRBMF,1406944
VYEY,700764
MVLA,1839132
AWRE,1015739
TCRT,1107421
SNRG,1652539
EJH,1769768
OAKV,1865429
LGL,61004
NOWG,1761911
PIRS,1583648
PRKA,1297937
ENLV,1596812
ATER,1757715
SDPI,1600422
FSI,1069394
LEJU,1596856
HUSA,1156041
PEV,1879848
TXMD,25743
RGS,716643
EVGN,1574565
NMTC,1500198
UNXP,1751707
GFAI,1804469
VMAR,1813783
NLS,1078207
ALPP,1606698
OPHC,1288855
SOS,1346610
CRIS,1108205
ACST,1444192
CLPS,1724542
DSS,771999
VSME,1951294
DALN,1413898
FATH,1836176
OHCS,1892025
TGEN,1537435
GETR,1839608
NRXP,1719406
REE,1843588
BRST,764897
HLP,1855557
BIXT,1445815
NSYS,722313
NTWK,1039280
PHUN,1665300
BANL,1914805
EVTV,1563568
FPAY,1397047
LISMF,1643715
HGTXU,862022
ADN,1744494
HLRTF,1418149
MYMD,1321834
FRLN,1810031
LITM,1769697
NPLS,1781726
SGRP,1004989
GESI,1955083
RDGL,1449349
CLRD,895665
PSHG,1481241
ENDI,1908984
LRHC,1879403
AXLA,1633070
QLI,1779578
PETV,1512922
TAIT,942126
AIM,946644
GAME,1714562
AURX,1091596
MHHC,1826135
WHLM,1013706
RMSL,1412126
GDNSF,1771706
VINC,1796129
FEMY,1339005
JT,1713923
LOGQ,768216
PRSI,79661
CXAI,1820875
KAVL,1762239
MODD,1074871
CUBA,880406
IPDN,1546296
HARP,1708493
SCGY,1276531
LIZI,1783407
SPI,1210618
BRLI,1787518
NBIO,1622057
DQWS,1652561
HKIT,1742341
PUBC,1575858
DTST,1419951
YTFD,1311673
PWM,1765850
XELB,1083220
PLUR,1158780
KIRK,1056285
OCX,1642380
AVTX,1534120
USEA,1912847
NOM,899782
TEDU,1592560
ONDS,1646188
BBGI,1099160
MDJH,1741534
ALAR,1725332
PGTK,1553404
SPND,867038
SPFX,1807893
NYC,1595527
MCVT,1425355
TFFP,1733413
XELA,1620179
AITX,1498148
EQ,1746466
INRD,719494
KALA,1479419
ASLN,1722926
OCC,1000230
OPTT,1378140
EQS,878932
HCNWF,1887603
LCGMF,1339688
CTGL,1498067
SUND,1171838
MTBL,1509223
RIDEQ,1759546
CHEK,1610590
ACER,1069308
EXDW,1634293
EVAX,1828253
PBSV,1304161
KNW,1074828
EWGFF,1518561
PZG,1629210
INDP,1857044
IGC,1326205
CHUC,1134765
GOVB,1978811
CYTH,922247
STRM,1008586
AZTR,1701478
IGXT,1098880
NEON,87050
BTTC,1066764
GPAK,1948884
KDOZF,1318482
ALZN,1677077
TRIB,888721
CREX,1356093
ARGC,1698702
ONCT,1260990
ENTX,1638097
LIQT,1307579
MDNA,1807983
GBNY,1823365
TBTC,1090396
TTOO,1492674
TOMZ,314227
HEPA,1583771
ILUS,1496383
HYEX,1630176
LGIQ,1335112
OP,1869467
SSKN,1051514
KINS,33992
AINC,1604738
SEAV,1763660
CNTX,1842952
AAU,1015647
CTM,1877939
FBPI,1074543
CRYM,1533030
GSTX,1497649
SNWV,1417663
ARVL,1835059
TCJH,1938865
PMCB,1157075
MEGL,1881472
ELRE,1438461
SIEN,1551693
NEPH,1196298
FRSX,1691221
INLX,1081745
APTO,882361
VHC,1082324
ZKIN,1687451
ETAO,1939696
TSRI,98338
ICLK,1697818
JSDA,1083522
FBRX,1419041
SGMA,915358
SKKY,1546853
QSEP,1103795
ICCT,1906133
MGIH,1903995
LSTA,320017
PT,1716338
BFRG,1829247
GSHRF,1961592
NLSP,1783036
HTCR,1892322
BMTM,1568385
AKTX,1541157
YJ,1759614
SALM,1050606
JTAI,1861622
SWAG,1872525
HWNI,1413891
GURE,885462
AMPG,1518461
HMMR,1539680
HCTI,1839285
SHMP,1465470
ASTR,1814329
OMHI,1403674
BMR,1899005
MTEX,1056358
ITMSF,1285170
NCTY,1296774
CYADY,1637890
MHUBF,1869137
PAVS,1751876
TURB,1963439
STLY,797465
UPYY,1677897
MOGU,1743971
CISO,1777319
ALRTF,1930419
GLBZ,890066
CVR,19871
SSNT,1236275
AFIB,1522860
FEDU,1709819
BOXL,1624512
UPH,1770141
GLG,1556266
NTRB,1676047
VAPO,1253176
HOFV,1708176
LFLY,1785592
COCP,1412486
ASRE,1231339
BTCY,1630113
SUNW,1172631
STKH,1828098
CZOO,1859639
NFTN,1544400
SFE,86115
NRBO,1638287
EESH,1138867
LNBY,1672572
SEED,1321851
ANY,1591956
RAASY,1804583
CBIO,1124105
BIMT,1678848
CUBT,1400271
AUMN,1011509
SCIA,830616
WKEY,1738699
CCLD,1582982
SYBX,1527599
JCTCF,885307
AVNI,1113313
ILAG,1814963
TARA,1359931
EUDA,1847846
FBIO,1429260
ASTC,1001907
OTLC,908259
CLRO,840715
MDIA,1784254
ZAPP,1955104
SRRE,1083490
QSAM,1310527
FTFT,1066923
AUSI,826253
DOGZ,1707303
ICU,1831868
GLTO,1800315
VIEW,1811856
STRC,1826681
UGRO,1706524
CLEV,1414382
CANN,1477009
GNPX,1595248
PFSB,1967656
NCRA,1756180
VRAR,1854445
SNSE,1829802
AHI,1815436
SPRS,747540
IINN,1837493
MGRX,1938046
CNFR,1502292
USDP,1610682
SRM,1956744
SONX,1407973
XIN,1398453
WYY,1034760
PALT,1355839
BOSC,1005516
FENG,1509646
RADCQ,84129
APRE,1781983
AMS,744825
EDXC,1109486
GIGM,1105101
SOBR,1425627
EBZT,1730869
JEWL,1884072
GENE,1166272
SGE,1893448
STRR,707388
CSKL,1384437
EVLO,1694665
GFGSF,1684888
FMFG,1698022
AYTU,1385818
MBRX,1659617
GFOO,1510518
TRNR,1785056
BHV,1169034
HLYK,1680139
IPW,1830072
WRPT,1842138
HANNF,1123267
VNCE,1579157
DPLS,866439
SHPW,1784851
BMRA,73290
TLLTF,1761510
MXROF,1116548
LVRLF,1168981
GXSFF,1299865
XXII,1347858
ETST,1538495
MBOT,883975
HWTR,1144546
TRFE,1265521
BTCS,1436229
VPRB,1376231
MBIO,1680048
PMD,806517
NSFDF,1009922
WOWI,920990
GYRO,1589061
BNRG,1901215
KZIA,1075880
CHNR,793628
ISPO,1820566
ALID,1575295
JGLDF,1686000
OCEL,1557376
BIAF,1712762
WAVE,1846715
PHGE,1739174
BQ,1815021
SRZN,1824893
MLCT,1438943
BICX,1443863
TPHS,724742
ELSE,351789
FTEL,1928581
PTRAQ,1820630
WETG,1784970
PAYD,1017655
NSGP,1445109
SPGC,1934245
FEMFF,1066130
NNVC,1379006
MCUJF,1133519
OILY,1367408
AVCRF,1355736
MWG,1941500
ONTX,1130598
COSM,1474167
FGI,1864943
FGF,1591890
SNTI,1854270
PBIO,830656
GOVX,832489
CNVS,1173204
FRES,1786511
JG,1737339
FHLD,1386044
UAVS,8504
BTBD,1718224
OZSC,1679817
MCLDF,1756499
LPCN,1535955
TRKA,1021096
WTRV,1589361
FAZE,1839360
ILAL,1657214
OSA,1934064
RLBY,34285
YGMZ,1782037
EDTK,1782309
HTOO,1819794
ACOR,1008848
ARMV,1625285
VEEE,1855509
LVVV,1421289
POAI,1446159
RSMXF,1858994
AIMD,1014763
HLGN,1840292
MHPC,1277998
EIGR,1305253
ELMSQ,1784168
PETZ,1684425
LAES,1951222
GWTI,1572386
VSMR,1370292
CYN,1874097
CLOQ,1437517
RCG,919567
RCON,1442620
AIRO,1971544
VCNX,1205922
ACFN,880984
IVDA,1397183
VIVK,1450704
MOJO,1414953
RNXT,1574094
PURE,1006028
KCRD,1696025
VERO,1409269
MIGI,1218683
EEIQ,1781397
MSN,32621
TNXP,1430306
AQB,1603978
BKUCF,1463978
MDRR,1654595
INPX,1529113
KIQ,1161814
CTHR,1015155
VBIV,764195
ATIF,1755058
AEI,1750106
EQMEF,1792554
MNKA,1062128
LKCO,1487839
CORR,1347652
EKSO,1549084
TOPS,1296484
GTMAY,1163560
BRVO,1444839
AAMC,1555074
RLBD,1084133
NAHD,1485029
POLA,1622345
LIPO,1347242
IMRN,1660046
VJET,1582581
NRXS,1933567
CSSE,1679063
REED,1140215
IHT,82473
APDN,744452
ARAV,1513818
IVP,1939365
AUCUF,1813191
VRME,1104038
CYCA,1383088
ECTM,1487798
LABP,1785345
VIRI,1818844
LEXX,1348362
CLEU,1775085
COHN,1270436
CNFN,1352952
ENSV,319458
EDSA,1540159
DOMH,12239
NHWK,1476963
LOCL,1840780
IDAI,1718939
ATHE,1131343
CLWT,1026662
SDCH,1022505
BUDZ,1393772
ENG,933738
BBLR,1873722
HPCO,1892480
AXREF,1175596
ONVO,1497253
MIMO,1823882
ARTW,7623
PRZO,1916241
CMRA,1907685
DSNY,1099369
MARPS,62362
OST,1803407
AIRI,1009891
OOGI,1160798
CALC,1534133
FRZA,1901305
RVSN,1743905
GBNH,1735948
PFHO,1138476
GTBP,109657
DHCC,844887
CMMB,1534248
SIGY,1642159
MNTS,1781162
GIPR,1651721
PRPO,1043961
ELWS,1944399
ENZN,727510
TMBR,1504167
MMTRS,66496
TC,1743340
BMMJ,1715611
CNSP,1729427
OCLN,1419793
TLIS,1584751
JWEL,1805594
IMNN,749647
WLGS,1899658
BASA,1448705
SGLY,1422892
AUST,1817740
LDWY,875355
OLB,1314196
TRIQ,1514056
BMNM,1275477
NIR,1826671
MCOM,1788841
BURU,1814215
CAMP,730255
NXGL,1468929
BCEL,1532346
VAUCF,1723047
CREG,721693
NISN,1603993
NMEX,1415744
IFBD,1815566
RAYA,1825875
PBMLF,1319150
VBIX,797542
FREQ,1703647
GWAV,1589149
WNW,1787803
OLKR,924396
DXYN,29332
WAFU,1716770
INTI,1042418
JNVR,1805526
TPET,1898766
XERI,1481504
GSUN,1826376
ACRX,1427925
VRPX,1708331
SHPH,1757499
BRTX,1505497
ITRM,1659323
WLDS,1887673
GV,1892274
SOPA,1817511
MSGM,1821175
CPOP,1807389
CING,1862150
INTZ,736012
HIHO,1026785
SSCC,1881767
PCSA,1533743
BRDS,1861449
BNTC,1808898
RVYL,1419275
GRTX,1563577
NMGX,891417
RETO,1687277
SCYYF,1408146
KTTA,1841330
EZGO,1806904
TSSI,1320760
BRQS,1650575
GDC,1641398
ZMENY,1838937
OXBR,1584831
IVDN,1190370
AYRO,1086745
EGYF,876235
BEOB,1480170
BCDA,925741
HHSE,1069680
LSF,1650696
EDUC,31667
WRNT,1900564
GTHP,924515
CANF,1536196
GHSI,1642375
KWE,1889823
SYRA,1922335
CLRI,1362516
MARK,1368365
MGOL,1902794
GRNQ,1597846
IMCC,1792030
SBFM,1402328
EVGDF,1518353
ERNA,748592
ESGL,1957538
VVOS,1716166
SIDU,1879726
XWEL,1410428
MITQ,1770236
IBIO,1420720
MEDS,1382574
OGEN,1174940
MTEK,1872964
LASE,1807887
VYNE,1566044
JXJT,1546383
FAMI,1701261
UNRV,1451512
AWIN,1855631
DTSS,1631282
TGL,1905956
BGLC,1737523
UNQL,1281845
BUUZ,1174891
MOB,1898643
BLIN,1378590
APM,1734005
CYCN,1755237
VLCN,1829794
WATT,1575793
QH,1781193
CYCC,1130166
SILEF,1545224
TRVN,1429560
AEZS,1113423
UUU,102109
NMRD,1602078
BTTR,1471727
LTUM,1415332
LCTC,1493137
AIAD,743758
LCFY,1875547
VISL,1565228
TLRS,1288750
TNLX,99106
MRZM,1413754
JPOTF,1061612
XRTX,1729214
ODYY,1626644
CWBR,1522602
SCKT,944075
ARRKF,1855743
KTRA,1498382
BTTX,1832415
TOVX,894158
AWX,1061069
NVGT,1089297
MDVL,1402479
EZFL,1817004
SRLZF,861972
FORD,38264
LEDS,1333822
CMOT,1346346
SNTW,1619096
NLSC,1342219
TANH,1588084
NDRA,1681682
BLBX,1567900
INBP,1016504
TIGCF,1387473
SUIC,1394108
PEGY,22701
EAWD,1563298
SFR,1821075
MIND,926423
ADMT,849401
STSS,1737995
PGOL,1080448
SQFT,1080657
YOSH,1898604
MGAM,1886362
INTV,1520118
BREA,1939965
VINE,1880343
OMQS,278165
IMPL,1445499
NORD,1011060
BAOS,1811216
VSOLF,1547660
DGLY,1342958
EFOI,924168
CXXMF,1652452
AGIL,1790625
FDIT,1593184
LUVU,1374567
BPTH,1133818
TDCB,1282847
NUGN,1593549
MRIN,1389002
THER,1362703
CNEY,1780785
ALBT,1630212
LEAI,1561880
TENX,34956
RELV,768710
BIMI,1213660
CARV,1016178
CELZ,1187953
NEWH,1371128
PCMC,1141964
APYP,1568969
BWV,1782107
ANTE,1413745
HPTO,1021435
SECO,1633441
NVSGF,1415758
ZIVO,1101026
COSG,1706509
CVKD,1937993
MNPR,1645469
PULM,1574235
ARAO,1083922
SNBH,1358633
BCLI,1137883
BKTPF,1677522
PRKR,914139
FFLO,1543652
TIKK,96885
FNCH,1733257
GRMC,59860
BOF,1962481
LWLW,723533
RYES,1424864
EMMA,822370
GARWF,1403870
WSCO,1473490
QZMRF,811522
FLGC,1790169
CRTG,1375195
VEII,1417664
DMK,887247
CNET,1376321
FXBY,1068897
SOFO,1029744
JAGX,1585608
AMST,1807166
TGCB,1815632
ZDPY,1279620
ACAN,1508348
LYT,1816319
NVVE,1836875
GDSI,1011662
NSTM,912544
PYPD,1611842
NROM,709005
CVSI,1510964
NRSN,1875091
JCSE,1905511
FOXO,1812360
MF,1851682
OPGN,1293818
RDHL,1553846
ATXG,1650101
JUPGF,1684688
FRCB,1132979
ISUN,1634447
VQSSF,1777765
RASP,1582249
PKTX,1128189
GBR,105744
ELYS,1080319
RSCF,1103090
VIDE,758743
WINT,946486
SDCCQ,1775625
TTNP,910267
TBLT,1668370
AEHL,1470683
DRUG,1827401
SRAX,1538217
LMFA,1640384
AMTI,1801777
BETRF,1464165
FUV,1558583
ALRN,1420565
IMTH,1331612
CBMJ,1452583
CIIT,1557798
KLNG,1110607
LUCY,1808377
FRTX,819050
RGBP,1589150
AWON,1432290
WNFT,1528188
BTOG,1735556
AHNR,1304409
MSNVF,1718817
LQR,1843165
SKAS,1128281
PALI,1357459
BPTS,1768946
NURO,1289850
PIK,1861522
BZYR,724445
CJJD,1856084
AEY,874292
ELOX,1035354
ABCP,20639
VVPR,1681348
SGBX,1023994
BWMG,1166708
MI,1958713
SIPN,1128252
ECIA,930775
NRIS,1603793
LTRY,1673481
GPOX,1673475
LSDI,1865127
SNAX,1691936
CGRNQ,1009759
BJDX,1704287
BABB,1123596
OCG,1776067
HMBL,1119190
MDGS,1618500
NHMD,1409446
ADXN,1574232
IAALF,1450894
CEAD,1482541
ZVSA,1859007
GSAC,890725
BLNC,1632121
SNGX,812796
ASST,1920406
SWVL,1875609
SSY,96793
